Name,Link,MRP,DiscountedPrice,DiscountPercent
bbRoyal Pista Kernel+ Dry Dates (100G)+ bbPopular Cashew+Raisins+Almond (100G),https://www.bigbasket.com/pd/1206890/bb-combo-bbroyal-pista-kernel-dry-dates-100g-bbpopular-cashewraisinsalmond-100g-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,700,567,19
Jaggery/Bella - Kolhapuri,https://www.bigbasket.com/pd/40097131/bb-royal-jaggery-kolhapuri-450-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,72,43,40
Wheat Dalia/Lapsi rava,https://www.bigbasket.com/pd/40026597/bb-royal-wheat-brokendalia-1-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,80,56,30
"Tamarind + Coriander Seeds +Red Chilli/Lal Mirch, Guntur Chilli Stemless (500G)",https://www.bigbasket.com/pd/1206903/bb-royal-tamarind-coriander-seeds-red-chillilal-mirch-guntur-chilli-stemless-500g-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,850,523,38
Organic - Sona Masoori Raw Rice (10 kg) +Toor Dal 1kg + Sugar 1kg,https://www.bigbasket.com/pd/1204989/bb-royal-organic-sona-masoori-raw-rice-10-kg-toor-dal-1kg-sugar-1kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1245,899,28
"Organic - Moong Dal/Hesaru Bele, Unpolished",https://www.bigbasket.com/pd/40109378/bb-royal-organic-moong-dal-unpolished-2-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,449,305,32
Horse Gram/Hurali Kaalu,https://www.bigbasket.com/pd/10000562/bb-royal-horse-gramkulthi-200-g-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,30,26,13
Ragi Flour/Ragi Hittu,https://www.bigbasket.com/pd/40159970/super-saver-ragi-flour-1-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,90,43,52
Black Raisins/Ona Drakshi - Seedless,https://www.bigbasket.com/pd/10000532/bb-royal-raisinskishmish-seedless-200-g-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,120,99,18
Organic - Chia Seeds,https://www.bigbasket.com/pd/40109382/bb-royal-organic-chia-seeds-100-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,107,69,36
Basmati Rice/Basmati Akki - Dubar,https://www.bigbasket.com/pd/280154/india-gate-basmati-rice-dubar-1-kg-pouch/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,159,130,18
"Toor/Arhar Dal 2 kg + Moong Dal 1 kg+Moong - Green, Whole/Sabut 1 kg",https://www.bigbasket.com/pd/1206906/bb-popular-toorarhar-dal-2-kg-moong-dal-1-kgmoong-green-wholesabut-1-kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,740,576,22
Rice Bran Health Physically Refined Rice Bran Oil - Contains Natural Oryzanol & Natural Vitamins,https://www.bigbasket.com/pd/40087182/sunpure-rice-bran-oil-5-l-can/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1050,699,33
Superlite Advanced Oil - Sunflower,https://www.bigbasket.com/pd/40126154/sundrop-superlite-advanced-oil-sunflower-3-l-can/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,669,623,46
Organic - Jowar Flour/Jolada Hittu,https://www.bigbasket.com/pd/40076866/bb-royal-organic-jowar-flour-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,46,39,15
Organic - Jowar Flour/Jolada Hittu,https://www.bigbasket.com/pd/40076866/bb-royal-organic-jowar-flour-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,46,39,15
Chakki-Fresh-Wheat-Atta/Godihittu - Fortified,https://www.bigbasket.com/pd/40099240/bb-royal-chakki-fresh-wheat-atta-fortified-5-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,290,241,17
Walnut/Akhrot- Kernels,https://www.bigbasket.com/pd/10000538/bb-royal-walnutakhrot-kernels-chile-200-g-vacuum-packed/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,400,331,17
"Sona Masuri Raw Rice/Akki - 12 Months, Pesticide Free",https://www.bigbasket.com/pd/20003060/safe-harvest-sona-masuri-raw-rice-12-months-pesticide-free-5-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,455,432.25,23
"Gold Atta Sharbati Atta, 100% MP Whole Wheat",https://www.bigbasket.com/pd/40254869/pillsbury-gold-atta-made-from-sharbati-wheat-finger-tear-softness-packed-with-nutrients-1-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,72,45.36,37
bb Royal Rice Surti Kolam (5 kg) + Sunrich Refined 1l*3 + bb Royal Sugar 5kg,https://www.bigbasket.com/pd/1202069/bb-combo-bb-royal-rice-surti-kolam-5-kg-sunrich-refined-1l3-bb-royal-sugar-5kg-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,1332,962,28
Mustard/Sasive/Rai - Small,https://www.bigbasket.com/pd/40085058/bb-popular-mustardrai-small-500-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,150,57.50,62
Tamil Ponni Boiled Rice - 12 - 17 Months Old,https://www.bigbasket.com/pd/40295241/bb-royal-tamil-ponni-boiled-rice-12-17-months-old-26-kg-bag/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,2000,1544,23
Tamil Ponni Boiled Rice - 12 - 17 Months Old,https://www.bigbasket.com/pd/40295241/bb-royal-tamil-ponni-boiled-rice-12-17-months-old-26-kg-bag/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,2000,1544,23
Tamil Ponni Boiled Rice - 12 - 17 Months Old,https://www.bigbasket.com/pd/40295241/bb-royal-tamil-ponni-boiled-rice-12-17-months-old-26-kg-bag/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,2000,1544,23
"bbPopular Almond Californian, Giri + Raisins Indian + bbRoyal Dry Dates (100 gm)",https://www.bigbasket.com/pd/1206893/bb-combo-bbpopular-almond-californian-giri-raisins-indian-bbroyal-dry-dates-100-gm-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,250,173,31
Organic - Cashew/Kaju Whole 100g + Almond/Badam 100g + Raisin/Kismis 100g,https://www.bigbasket.com/pd/1202086/bb-royal-organic-cashewkaju-whole-100g-almondbadam-100g-raisinkismis-100g-combo/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,359,283,21
Organic Kabuli Chana/Kabuli Kadale,https://www.bigbasket.com/pd/40098409/bb-royal-organic-kabuli-chanachanna-1-kg/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,251,218,13
Organic - Chana Brown/Kadale Kaalu,https://www.bigbasket.com/pd/40081586/bb-royal-organic-brown-chanachanna-brown-200-g/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,33,20,39
Oil - Groundnut,https://www.bigbasket.com/pd/40127032/freedom-oil-groundnut-1-l/?nc=cl-product-list&t_pg=l1-cat-food-oil-masala&t_p=foodgrain-oil-masala&t_s=cl-product-list&t_pos=3&t_ch=desktop,0,Rs,0
